file,#eqv,#mis,tw,deff,lp,t,k,s,cost,#var,#clause,#literal,state_z3,mem_z3,time_z3
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case25.cnf,49,10,12,127,127.0,68,3,33,43,68,195,529,done,23117,0.00217086
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case115.cnf,231,31,26,1423,1423.0,428,3,483,124,428,1851,5441,done,23584,0.00330689
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case105.cnf,143,56,8,237,237.0,170,3,69,48,170,407,1121,done,23089,0.00222288
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring8.cnf,838,58,32,2541,2541.0,1079,3,507,132,1101,3642,9830,done,24051,0.0044237
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b14_1.cnf,445,95,30,2188,2188.0,812,3,930,154,812,3000,8537,done,23719,0.00330249
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b12_2.cnf,388,43,41,1898,1898.0,827,3,311,163,827,2725,7268,done,23797,0.00338736
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case3.cnf,145,25,32,816,816.0,294,3,96,127,294,1110,3174,done,23523,0.00327442
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b12_even2.cnf,1907,155,70,5791,5791.0,2669,3,591,233,2669,8460,22055,done,24764,0.00557597
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b14_1_linear.cnf,1005,137,41,2663,2663.0,1287,3,505,169,1287,3950,10711,done,24092,0.00441875
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case114.cnf,230,33,26,1423,1423.0,428,3,483,137,428,1851,5441,done,23584,0.00329992
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring12.cnf,1126,115,44,3703,3703.0,1501,3,805,181,1507,5210,14168,done,24145,0.00546598
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case146.cnf,169,63,8,339,339.0,219,3,94,46,219,558,1520,done,23089,0.0032443
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case102.cnf,22,9,6,58,58.0,34,3,20,29,34,92,256,done,23117,0.00222997
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring3.cnf,662,62,33,1924,1924.0,863,3,429,128,885,2809,7513,done,23719,0.00327938
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case7.cnf,69,18,9,249,249.0,116,3,112,49,116,365,1023,done,23089,0.00226596
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case130.cnf,360,52,31,1412,1412.0,644,3,341,96,644,2056,5732,done,23662,0.00325636
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case22.cnf,54,15,15,285,285.0,126,3,57,70,126,411,1122,done,23089,0.00221577
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b12_even2.cnf,1907,147,70,5791,5791.0,2669,3,591,233,2669,8460,22055,done,24629,0.00541081
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b14_even.cnf,799,120,38,2753,2753.0,1304,3,647,144,1304,4057,10778,done,24002,0.00443604
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring42.cnf,2788,1020,53,9366,9366.0,4154,3,3128,173,4173,13539,36457,done,25288,0.00884156
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case133.cnf,116,41,8,404,404.0,211,3,221,47,211,615,1703,done,23089,0.00217516
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b12_even3.cnf,2880,1001,78,8892,8892.0,4157,3,915,267,4157,13049,33992,done,25567,0.00773091
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_ptb_1.cnf,1023,97,52,3114,3114.0,1507,3,705,170,1507,4621,11914,done,23846,0.00329364
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case17.cnf,37,12,8,158,158.0,77,3,77,44,77,235,654,done,23089,0.00226259
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b12_even3.cnf,2880,997,78,8892,8892.0,4157,3,915,267,4157,13049,33992,done,25567,0.00761532
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b14_2.cnf,186,42,18,535,535.0,270,3,113,81,270,805,2158,done,23441,0.00331179
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring28.cnf,588,30,31,2779,2779.0,1049,3,546,137,1060,3839,10661,done,23986,0.00447161
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case68.cnf,120,18,14,375,375.0,178,3,109,65,178,553,1541,done,23089,0.00218562
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case43.cnf,68,17,13,305,305.0,116,3,59,71,116,421,1205,done,23089,0.00224261
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring29.cnf,689,33,58,3107,3107.0,1130,3,661,192,1141,4248,11888,done,24043,0.0043286
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case131.cnf,228,35,29,1398,1398.0,426,3,411,129,432,1830,5398,done,23691,0.00330924
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case32.cnf,32,12,8,94,94.0,52,3,27,42,52,146,398,done,23089,0.00221688
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case63.cnf,45,16,8,203,203.0,88,3,69,47,96,299,857,done,23117,0.00226337
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case127.cnf,23,7,9,68,68.0,36,3,21,33,36,104,282,done,23117,0.00221651
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_4_b14_even.cnf,951,140,40,3229,3229.0,1532,3,759,163,1532,4761,12634,done,23846,0.00559608
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b14_even.cnf,799,120,38,2753,2753.0,1304,3,647,144,1304,4057,10778,done,23711,0.00441032
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case27.cnf,32,11,8,94,94.0,52,3,27,42,52,146,398,done,23089,0.00226316
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b12_even2_linear.cnf,6227,5716,112,19455,19455.0,8633,3,2173,475,8633,28088,74253,done,27791,0.0153743
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b12_2_linear.cnf,1386,71,87,5947,5947.0,2426,3,737,321,2426,8373,22684,done,24637,0.00553805
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case138.cnf,730,191,27,1404,1404.0,849,3,241,106,849,2253,6121,done,23826,0.00326627
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring24.cnf,346,25,23,1498,1498.0,684,3,389,94,695,2193,5903,done,23584,0.00331328
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b12_1_linear.cnf,1191,117,75,4705,4705.0,1914,3,579,290,1914,6619,18000,done,24408,0.00439347
/home/users/ozeyen/Benchmarks/PhaseService.sk_14_27.cnf,621,124,49,3969,3970.0,163,13,185,207,1686,5655,13506,done,24223,0.00546203
/home/users/ozeyen/Benchmarks/GuidanceService.sk_4_27.cnf,552,150,28,2100,2101.0,142,9,142,94,988,3088,7219,done,23797,0.00328643
/home/users/ozeyen/Benchmarks/70.sk_3_40.cnf,63,36,65,11194,11195.0,1358,6,415,323,4670,15864,37376,done,25337,0.00873199
/home/users/ozeyen/Benchmarks/35.sk_3_52.cnf,56,43,42,5632,5653.0,76,24,241,159,4915,10547,20508,done,24305,0.00544179
/home/users/ozeyen/Benchmarks/29.sk_3_45.cnf,64,44,107,22691,22700.0,626,12,767,520,8866,31557,77038,done,27467,0.0152332
/home/users/ozeyen/Benchmarks/32.sk_4_38.cnf,61,32,37,9760,9767.0,1215,6,328,178,3834,13594,29194,done,24285,0.00537905
/home/users/ozeyen/Benchmarks/109.sk_4_36.cnf,66,36,43,10447,10454.0,1355,6,446,222,3565,14012,31901,done,24371,0.00551701
/home/users/ozeyen/Benchmarks/51.sk_4_38.cnf,69,39,46,10886,10887.0,1440,6,427,235,3708,14594,33247,done,24567,0.00780186
/home/users/ozeyen/Benchmarks/IssueServiceImpl.sk_8_30.cnf,744,158,39,2926,2928.0,171,11,110,165,1393,4319,10075,done,23941,0.0043519
/home/users/ozeyen/Benchmarks/ProjectService3.sk_12_55.cnf,1693,252,61,7844,7845.0,399,11,247,230,3175,11019,26573,done,24739,0.00876184
/home/users/ozeyen/Benchmarks/55.sk_3_46.cnf,83,40,40,9017,9022.0,1170,6,259,198,3128,12145,26856,done,24203,0.0054755
/home/users/ozeyen/Benchmarks/81.sk_5_51.cnf,71,51,102,27231,27242.0,923,12,960,541,10775,38006,93886,done,27967,0.0196608
/home/users/ozeyen/Benchmarks/FeatureModels/vads.cnf,632,608,27,1995,1995.0,271,5,431,102,1240,3235,8773,done,23805,0.00340883
/home/users/ozeyen/Benchmarks/FeatureModels/mac7100evb.cnf,612,590,25,2536,2536.0,133,9,742,109,1234,3770,14829,done,23805,0.00560473
/home/users/ozeyen/Benchmarks/FeatureModels/frv400.cnf,645,621,25,1858,1858.0,253,5,431,109,1238,3096,8261,done,23670,0.00441093
/home/users/ozeyen/Benchmarks/FeatureModels/lpcmt.cnf,619,597,25,2575,2575.0,135,9,742,112,1249,3824,14990,done,23805,0.00435711
/home/users/ozeyen/Benchmarks/17.sk_3_45.cnf,53,39,127,16966,16975.0,188,24,514,505,10090,27056,63324,done,27086,0.0131813
/home/users/ozeyen/Benchmarks/FeatureModels/cma230.cnf,608,586,25,2527,2527.0,127,9,742,104,1212,3739,14770,done,23805,0.00339657
/home/users/ozeyen/Benchmarks/FeatureModels/brutus.cnf,609,587,25,2533,2533.0,128,9,742,106,1221,3754,14794,done,23670,0.00438493
/home/users/ozeyen/Benchmarks/FeatureModels/aim711.cnf,635,613,27,2609,2609.0,133,9,742,108,1264,3873,15094,done,23941,0.00432834
/home/users/ozeyen/Benchmarks/FeatureModels/ts6.cnf,632,607,26,1995,1995.0,271,5,431,102,1240,3235,8773,done,23941,0.00439912
/home/users/ozeyen/Benchmarks/FeatureModels/csb281.cnf,632,607,26,1881,1881.0,258,5,431,111,1233,3114,8303,done,23670,0.0032926
/home/users/ozeyen/Benchmarks/FeatureModels/eb40a.cnf,619,598,25,2576,2576.0,134,9,742,108,1241,3817,14974,done,23805,0.00447135
/home/users/ozeyen/Benchmarks/FeatureModels/mbx.cnf,653,629,27,1923,1923.0,265,5,431,112,1295,3218,8507,done,23805,0.0033793
/home/users/ozeyen/Benchmarks/FeatureModels/sparclite_sim.cnf,588,569,26,1804,1804.0,247,5,431,103,1168,2972,8000,done,23707,0.0032778
/home/users/ozeyen/Benchmarks/FeatureModels/sparc_erc32.cnf,588,568,26,1804,1804.0,247,5,431,107,1168,2972,8000,done,23707,0.00333114
/home/users/ozeyen/Benchmarks/FeatureModels/moab.cnf,649,624,27,1972,1972.0,272,5,431,113,1277,3249,8654,done,23805,0.00325131
/home/users/ozeyen/Benchmarks/FeatureModels/ea2468.cnf,651,627,28,2743,2743.0,154,9,742,111,1395,4138,15697,done,23945,0.00440844
/home/users/ozeyen/Benchmarks/FeatureModels/mcb2100.cnf,619,598,25,2575,2575.0,135,9,742,112,1249,3824,14990,done,23805,0.00446373
/home/users/ozeyen/Benchmarks/FeatureModels/dreamcast.cnf,621,597,27,1916,1916.0,263,5,431,107,1252,3168,8452,done,23670,0.00440733
/home/users/ozeyen/Benchmarks/FeatureModels/npwr.cnf,638,614,26,2564,2564.0,130,9,742,100,1258,3822,14944,done,23842,0.00440529
/home/users/ozeyen/Benchmarks/FeatureModels/e7t.cnf,659,635,26,2550,2550.0,130,9,742,104,1266,3816,14935,done,23805,0.00438458
/home/users/ozeyen/Benchmarks/FeatureModels/atlas_mips64_5kc.cnf,617,594,26,1857,1857.0,254,5,431,110,1209,3066,8202,done,23805,0.00331416
/home/users/ozeyen/Benchmarks/FeatureModels/ixdp425.cnf,633,610,27,2552,2552.0,131,9,742,106,1247,3799,14890,done,23805,0.00553272
/home/users/ozeyen/Benchmarks/FeatureModels/malta_mips32_4kc.cnf,630,606,26,1981,1981.0,268,5,431,110,1232,3213,8724,done,23805,0.00330726
/home/users/ozeyen/Benchmarks/FeatureModels/vrc4373.cnf,643,621,25,1857,1857.0,257,5,431,110,1247,3104,8269,done,23805,0.00441415
/home/users/ozeyen/Benchmarks/FeatureModels/h8s_sim.cnf,590,571,26,1820,1820.0,249,5,431,105,1183,3003,8060,done,23842,0.00329546
/home/users/ozeyen/Benchmarks/FeatureModels/sh4_202_md.cnf,627,605,26,1938,1938.0,266,5,431,127,1258,3196,8524,done,23805,0.0044149
/home/users/ozeyen/Benchmarks/FeatureModels/asb2305.cnf,631,610,26,1859,1859.0,252,5,431,108,1242,3101,8262,done,23805,0.00438629
/home/users/ozeyen/Benchmarks/FeatureModels/gps4020.cnf,611,590,25,2530,2530.0,127,9,742,98,1213,3743,14780,done,23805,0.0054961
/home/users/ozeyen/Benchmarks/FeatureModels/phycore.cnf,651,629,25,2578,2578.0,135,9,742,104,1274,3852,15044,done,23805,0.00453015
/home/users/ozeyen/Benchmarks/FeatureModels/rattler.cnf,675,650,28,1934,1934.0,266,5,431,114,1311,3245,8567,done,23805,0.00435259
/home/users/ozeyen/Benchmarks/30.sk_5_76.cnf,159,79,229,82676,82684.0,954,22,1821,916,29621,112297,274633,done,36442,0.0462609
/home/users/ozeyen/Benchmarks/FeatureModels/sparc_leon.cnf,588,568,25,1804,1804.0,247,5,431,103,1168,2972,8000,done,23842,0.00338686
/home/users/ozeyen/Benchmarks/FeatureModels/am31_sim.cnf,588,569,26,1803,1803.0,245,5,431,107,1165,2968,7992,done,23707,0.00328413
/home/users/ozeyen/Benchmarks/FeatureModels/snds.cnf,613,591,27,2530,2530.0,129,9,742,106,1218,3748,14780,done,23805,0.00434688
/home/users/ozeyen/Benchmarks/FeatureModels/FM-3.6.1-refined.cnf,34,22,6,59,59.0,13,6,16,27,45,104,239,done,23117,0.00221117
/home/users/ozeyen/Benchmarks/FeatureModels/flexanet.cnf,640,614,26,2618,2618.0,136,9,742,102,1265,3883,15123,done,23842,0.00438317
/home/users/ozeyen/Benchmarks/FeatureModels/assabet.cnf,629,606,25,2617,2617.0,135,9,742,105,1266,3883,15120,done,23842,0.00436553
/home/users/ozeyen/Benchmarks/FeatureModels/mb93093.cnf,641,616,25,1853,1853.0,252,5,431,101,1230,3083,8235,done,23805,0.00329255
/home/users/ozeyen/Benchmarks/FeatureModels/ts1000.cnf,655,631,28,1921,1921.0,264,5,431,112,1297,3218,8508,done,23805,0.00330975
/home/users/ozeyen/Benchmarks/FeatureModels/mb93091.cnf,649,624,26,1881,1881.0,258,5,431,108,1250,3131,8343,done,23805,0.0043563
/home/users/ozeyen/Benchmarks/FeatureModels/integrator_arm7.cnf,645,621,26,2680,2680.0,143,9,742,109,1259,3939,15406,done,23805,0.00438774
/home/users/ozeyen/Benchmarks/FeatureModels/ceb_v850.cnf,602,582,25,1836,1836.0,250,5,431,103,1189,3025,8114,done,23842,0.0043511
/home/users/ozeyen/Benchmarks/FeatureModels/phycore229x.cnf,668,645,26,2666,2666.0,146,9,742,103,1360,4026,15416,done,23805,0.00550479
/home/users/ozeyen/Benchmarks/FeatureModels/ocelot.cnf,658,634,26,1875,1875.0,258,5,431,105,1266,3141,8351,done,23805,0.0034424
/home/users/ozeyen/Benchmarks/FeatureModels/h8max.cnf,607,585,26,1870,1870.0,256,5,431,107,1202,3072,8257,done,23707,0.00331241
/home/users/ozeyen/Benchmarks/FeatureModels/ebsa285.cnf,639,613,26,2587,2587.0,134,9,742,102,1245,3832,15020,done,23805,0.00439056
/home/users/ozeyen/Benchmarks/FeatureModels/cme555.cnf,645,625,26,1901,1901.0,262,5,431,103,1266,3167,8447,done,23670,0.00434116
/home/users/ozeyen/Benchmarks/FeatureModels/mace1.cnf,612,590,25,2536,2536.0,133,9,742,112,1234,3770,14829,done,23805,0.00441006
/home/users/ozeyen/Benchmarks/FeatureModels/edb7xxx.cnf,628,604,26,2566,2566.0,130,9,742,103,1246,3812,14920,done,23805,0.00620356
/home/users/ozeyen/Benchmarks/FeatureModels/fads.cnf,598,578,26,1821,1821.0,249,5,431,108,1187,3008,8075,done,23707,0.00331273
/home/users/ozeyen/Benchmarks/FeatureModels/stdeval1.cnf,600,581,26,1859,1859.0,255,5,431,107,1190,3049,8207,done,23707,0.00439763
/home/users/ozeyen/Benchmarks/FeatureModels/cerf.cnf,642,617,26,2634,2634.0,137,9,742,108,1276,3910,15188,done,23842,0.00434974
/home/users/ozeyen/Benchmarks/FeatureModels/olpce2294.cnf,635,612,26,2607,2607.0,137,9,742,101,1274,3881,15115,done,23805,0.00438425
/home/users/ozeyen/Benchmarks/FeatureModels/pc_vmWare.cnf,634,613,27,1919,1919.0,264,5,431,109,1255,3174,8459,done,23670,0.00432752
/home/users/ozeyen/Benchmarks/FeatureModels/at91sam7xek.cnf,656,633,26,2644,2644.0,142,9,742,108,1319,3963,15279,done,23805,0.00432912
/home/users/ozeyen/Benchmarks/FeatureModels/psim.cnf,598,578,25,1814,1814.0,247,5,431,107,1181,2995,8048,done,23842,0.00439895
/home/users/ozeyen/Benchmarks/FeatureModels/adderII.cnf,629,606,28,1930,1930.0,264,5,431,110,1276,3206,8484,done,23805,0.00443668
/home/users/ozeyen/Benchmarks/FeatureModels/excalibur_arm9.cnf,625,603,25,49305,49305.0,147,9,46660,56,1233,50538,341878,done,26451,0.0237289
/home/users/ozeyen/Benchmarks/FeatureModels/iq80310.cnf,638,614,26,2563,2563.0,130,9,742,102,1258,3821,14942,done,23842,0.00437388
/home/users/ozeyen/Benchmarks/FeatureModels/prpmc1100.cnf,615,594,25,2531,2531.0,129,9,742,102,1223,3754,14801,done,23805,0.005468
/home/users/ozeyen/Benchmarks/FeatureModels/vrc4375.cnf,656,632,27,1871,1871.0,260,5,431,105,1258,3129,8326,done,23805,0.00436555
/home/users/ozeyen/Benchmarks/FeatureModels/aeb.cnf,610,589,25,2554,2554.0,130,9,743,106,1213,3767,14876,done,23670,0.00329121
/home/users/ozeyen/Benchmarks/FeatureModels/at91sam7sek.cnf,634,612,25,2625,2625.0,139,9,742,105,1296,3921,15190,done,23805,0.00440247
/home/users/ozeyen/Benchmarks/FeatureModels/pc_i82559.cnf,638,616,26,1920,1920.0,265,5,431,107,1259,3179,8469,done,23670,0.00433703
/home/users/ozeyen/Benchmarks/FeatureModels/cma28x.cnf,605,585,25,1847,1847.0,255,5,431,108,1204,3051,8163,done,23805,0.00338386
/home/users/ozeyen/Benchmarks/FeatureModels/m5272c3.cnf,637,611,27,1974,1974.0,273,5,431,110,1323,3297,8698,done,23805,0.0044699
/home/users/ozeyen/Benchmarks/FeatureModels/ec555.cnf,645,625,26,1902,1902.0,262,5,431,114,1267,3169,8451,done,23805,0.00449325
/home/users/ozeyen/Benchmarks/FeatureModels/pc_usb_d12.cnf,646,624,27,1950,1950.0,221,6,431,111,1281,3231,8580,done,23805,0.00328807
/home/users/ozeyen/Benchmarks/FeatureModels/jtst.cnf,619,598,25,2577,2577.0,134,9,742,105,1241,3818,14976,done,23805,0.00439325
/home/users/ozeyen/Benchmarks/FeatureModels/tx39_sim.cnf,593,573,26,1809,1809.0,247,5,431,107,1179,2988,8030,done,23707,0.00325202
/home/users/ozeyen/Benchmarks/FeatureModels/pati.cnf,626,606,27,2018,2018.0,274,5,431,107,1248,3266,8877,done,23670,0.00437889
/home/users/ozeyen/Benchmarks/FeatureModels/skmb91302.cnf,626,606,25,1835,1835.0,250,5,431,102,1217,3052,8165,done,23670,0.00331628
/home/users/ozeyen/Benchmarks/FeatureModels/se77x9.cnf,665,645,26,48618,48618.0,197,7,46660,56,1319,49937,335267,done,26066,0.0206819
/home/users/ozeyen/Benchmarks/FeatureModels/cerfpda.cnf,648,623,28,2649,2649.0,137,9,742,109,1291,3940,15248,done,23842,0.00443401
/home/users/ozeyen/Benchmarks/FeatureModels/picasso.cnf,627,604,26,2560,2560.0,131,9,742,104,1248,3808,14915,done,23842,0.00432567
/home/users/ozeyen/Benchmarks/FeatureModels/atlas_mips32_4kc.cnf,619,596,26,1862,1862.0,255,5,431,129,1216,3078,8226,done,23805,0.00434863
/home/users/ozeyen/Benchmarks/FeatureModels/pc_rltk8139.cnf,645,622,26,1922,1922.0,266,5,431,101,1257,3179,8476,done,23805,0.0033135
/home/users/ozeyen/Benchmarks/FeatureModels/ref4955.cnf,616,594,27,1881,1881.0,257,5,431,110,1218,3099,8307,done,23805,0.00326875
/home/users/ozeyen/Benchmarks/FeatureModels/h8300h_sim.cnf,590,570,26,1819,1819.0,249,5,431,111,1182,3001,8056,done,23527,0.00432225
/home/users/ozeyen/Benchmarks/FeatureModels/pid.cnf,618,596,25,2549,2549.0,128,9,742,98,1229,3778,14848,done,23805,0.00446701
/home/users/ozeyen/Benchmarks/FeatureModels/smdk2410.cnf,648,625,25,49203,49203.0,137,9,46660,56,1265,50468,341506,done,26542,0.0218492
/home/users/ozeyen/Benchmarks/FeatureModels/sleb.cnf,597,578,26,1821,1821.0,251,5,431,102,1188,3009,8074,done,23842,0.00330323
/home/users/ozeyen/Benchmarks/FeatureModels/hs7729pci.cnf,660,637,26,48613,48613.0,199,7,46660,56,1298,49911,335268,done,26165,0.0197789
/home/users/ozeyen/Benchmarks/FeatureModels/mpc50.cnf,607,587,25,2515,2515.0,128,9,742,103,1213,3728,14744,done,23805,0.00438853
/home/users/ozeyen/Benchmarks/FeatureModels/cq7708.cnf,611,590,27,48532,48532.0,191,7,46660,56,1238,49770,334877,done,26537,0.0207389
/home/users/ozeyen/Benchmarks/FeatureModels/viper.cnf,655,632,28,1929,1929.0,264,5,431,106,1301,3230,8531,done,23670,0.00439037
/home/users/ozeyen/Benchmarks/FeatureModels/jmr3904.cnf,604,584,25,1836,1836.0,252,5,431,108,1199,3035,8127,done,23842,0.00340788
/home/users/ozeyen/Benchmarks/FeatureModels/XSEngine.cnf,654,631,26,2543,2543.0,131,9,742,103,1260,3803,14903,done,23842,0.00430819
/home/users/ozeyen/Benchmarks/FeatureModels/olpch2294.cnf,623,601,25,2590,2590.0,136,9,742,99,1261,3851,15048,done,23941,0.0044485
/home/users/ozeyen/Benchmarks/FeatureModels/sa1100mm.cnf,610,588,25,2538,2538.0,128,9,742,106,1222,3760,14811,done,23805,0.00431539
/home/users/ozeyen/Benchmarks/FeatureModels/edosk2674.cnf,603,582,28,1840,1840.0,251,5,431,105,1194,3034,8131,done,23707,0.00331145
/home/users/ozeyen/Benchmarks/FeatureModels/p2106.cnf,619,598,25,2575,2575.0,135,9,742,103,1249,3824,14990,done,23805,0.00442535
/home/users/ozeyen/Benchmarks/FeatureModels/grg.cnf,631,607,26,2551,2551.0,131,9,742,114,1241,3792,14880,done,23805,0.00438599
/home/users/ozeyen/Benchmarks/FeatureModels/stb.cnf,637,615,25,1894,1894.0,259,5,431,108,1252,3146,8405,done,23805,0.00441752
/home/users/ozeyen/Benchmarks/FeatureModels/olpcl2294.cnf,637,613,26,2605,2605.0,137,9,742,106,1273,3878,15108,done,23670,0.00444468
/home/users/ozeyen/Benchmarks/FeatureModels/linux.cnf,619,592,27,1922,1922.0,263,5,431,103,1232,3154,8503,done,23707,0.00329902
/home/users/ozeyen/Benchmarks/FeatureModels/malta_mips64_5kc.cnf,631,608,26,1980,1980.0,268,5,431,101,1232,3212,8722,done,23805,0.00329499
/home/users/ozeyen/Benchmarks/FeatureModels/eb42.cnf,616,594,25,2545,2545.0,130,9,742,103,1234,3779,14848,done,23805,0.00442804
/home/users/ozeyen/Benchmarks/FeatureModels/eb40.cnf,619,597,25,2576,2576.0,134,9,742,102,1240,3816,14972,done,23805,0.00549861
/home/users/ozeyen/Benchmarks/FeatureModels/nano.cnf,644,618,26,2605,2605.0,135,9,742,100,1265,3870,15090,done,23805,0.00435208
/home/users/ozeyen/Benchmarks/FeatureModels/integrator_arm9.cnf,653,628,26,49339,49339.0,151,9,46660,56,1267,50606,342022,done,26431,0.0209266
/home/users/ozeyen/Benchmarks/FeatureModels/se7751.cnf,654,631,26,1959,1959.0,269,5,431,113,1295,3254,8677,done,23805,0.00450901
/home/users/ozeyen/Benchmarks/FeatureModels/cq7750.cnf,635,614,26,1906,1906.0,262,5,431,108,1267,3173,8458,done,23805,0.00441505
/home/users/ozeyen/Benchmarks/FeatureModels/ipaq.cnf,615,596,27,2610,2610.0,134,9,742,103,1258,3868,15082,done,23805,0.0043132
/home/users/ozeyen/Benchmarks/FeatureModels/refidt334.cnf,664,639,27,1877,1877.0,260,5,431,111,1263,3140,8356,done,23805,0.0032827
/home/users/ozeyen/Benchmarks/FeatureModels/iq80321.cnf,637,613,26,2564,2564.0,131,9,742,103,1256,3820,14940,done,23842,0.00434753
/home/users/ozeyen/Benchmarks/FeatureModels/asb.cnf,630,609,25,1850,1850.0,250,5,431,111,1231,3081,8223,done,23805,0.0033111
/home/users/ozeyen/Benchmarks/FeatureModels/eb55.cnf,626,604,25,2612,2612.0,137,9,742,104,1270,3882,15115,done,23941,0.00454774
/home/users/ozeyen/Benchmarks/FeatureModels/aki3068net.cnf,609,587,26,1873,1873.0,257,5,431,106,1207,3080,8273,done,23805,0.00330512
/home/users/ozeyen/Benchmarks/FeatureModels/stm3210e_eval.cnf,620,596,26,1931,1931.0,272,5,431,112,1269,3200,8518,done,23805,0.00338356
/home/users/ozeyen/Benchmarks/FeatureModels/innovator.cnf,657,632,26,49196,49196.0,138,9,46660,56,1256,50452,341481,done,26435,0.0229496
/home/users/ozeyen/Benchmarks/FeatureModels/calm32_ceb.cnf,593,573,26,1817,1817.0,245,5,431,106,1173,2990,8037,done,23842,0.00448301
/home/users/ozeyen/Benchmarks/FeatureModels/calm16_ceb.cnf,593,573,26,1817,1817.0,245,5,431,106,1173,2990,8037,done,23842,0.00336486
/home/users/ozeyen/Benchmarks/FeatureModels/sam7ex256.cnf,656,632,26,2657,2657.0,144,9,742,107,1332,3989,15338,done,23805,0.00437776
/home/users/ozeyen/Benchmarks/FeatureModels/pc_i82544.cnf,638,616,26,1920,1920.0,265,5,431,106,1259,3179,8469,done,23805,0.0045154
/home/users/ozeyen/Benchmarks/FeatureModels/adder.cnf,627,604,27,1929,1929.0,264,5,431,114,1272,3201,8474,done,23805,0.00324253
/home/users/ozeyen/Benchmarks/FeatureModels/uE250.cnf,628,605,26,2561,2561.0,131,9,742,105,1249,3810,14919,done,23842,0.0044178
/home/users/ozeyen/Benchmarks/UserServiceImpl.sk_8_32.cnf,500,135,35,3500,3501.0,187,11,91,120,1509,5009,11830,done,23941,0.00439263
/home/users/ozeyen/Benchmarks/111.sk_2_36.cnf,71,35,33,3131,3142.0,436,6,249,126,2348,5479,11555,done,23957,0.00560167
/home/users/ozeyen/Benchmarks/doublyLinkedList.sk_8_37.cnf,290,54,179,20028,20029.0,2756,7,298,759,6890,26918,70803,done,26996,0.0217575
/home/users/ozeyen/Benchmarks/79.sk_4_40.cnf,1,0,69,15298,15303.0,475,12,550,368,5707,21005,49457,done,24907,0.00767718
/home/users/ozeyen/Benchmarks/84.sk_4_77.cnf,115,72,120,55278,55298.0,382,24,1426,683,15678,70956,160712,done,26140,0.0142248
/home/users/ozeyen/Benchmarks/107.sk_3_90.cnf,117,76,123,31199,31219.0,996,11,1239,507,8948,40147,90460,done,25169,0.00986429
/home/users/ozeyen/Benchmarks/53.sk_4_32.cnf,40,26,58,8161,8166.0,292,12,340,284,2586,10747,25847,done,24412,0.00544268
/home/users/ozeyen/Benchmarks/FeatureModels/sh7708.cnf,617,597,26,48598,48598.0,197,7,46660,56,1253,49851,335141,done,26210,0.020809
/home/users/ozeyen/Benchmarks/tutorial2.sk_3_4.cnf,3,2,251,60927,60928.0,15167,3,355,976,16726,77653,216939,done,33861,0.0296769
