file,#eqv,#mis,tw,deff,lp,t,k,s,cost,#var,#clause,#literal,state_z3,mem_z3,time_z3
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case44.cnf,110,17,19,478,478.0,173,3,95,88,173,651,1871,done,23089,0.0022211
/home/users/ozeyen/Benchmarks/parity.sk_11_11.cnf,6552,11130,303,34390,34391.0,1087,17,574,1403,13116,47506,120220,done,36438,0.180153
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case46.cnf,113,21,19,484,484.0,176,3,95,91,176,660,1892,done,23089,0.00223353
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case134.cnf,37,19,4,86,86.0,60,3,77,26,60,146,402,done,23089,0.00223056
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case100.cnf,46,21,6,106,106.0,72,3,81,30,72,178,490,done,23089,0.00221312
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case23.cnf,37,12,8,158,158.0,77,3,77,44,77,235,654,done,23089,0.00223068
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case59.cnf,43,16,8,192,192.0,85,3,67,44,93,285,815,done,23117,0.00222312
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring11.cnf,729,58,32,2247,2247.0,944,3,469,119,966,3213,8725,done,23855,0.00339633
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case39.cnf,198,63,14,405,405.0,245,3,103,54,245,650,1782,done,23089,0.00221659
/home/users/ozeyen/Benchmarks/54.sk_12_97.cnf,1844,113,179,51773,51791.0,2724,10,1088,591,21726,73499,177587,done,33280,0.029413
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b11_1.cnf,212,43,23,686,686.0,340,3,153,90,340,1026,2784,done,23580,0.00331988
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring60.cnf,4151,2927,98,10948,10948.0,5040,3,2276,275,5186,16134,42366,done,25649,0.00985383
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case29.cnf,41,9,12,125,125.0,65,3,35,45,65,190,526,done,23117,0.00220314
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b14_even_linear.cnf,6177,5383,207,19391,19391.0,8809,3,2437,701,8809,28200,74475,done,32387,0.0456513
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_3_b14_1.cnf,191,42,18,443,443.0,238,3,77,78,238,681,1810,done,23089,0.00230617
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case211.cnf,653,83,42,2060,2060.0,869,3,323,151,869,2929,7895,done,23797,0.00332446
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b12_even1.cnf,1916,149,70,5811,5811.0,2681,3,591,220,2681,8492,22143,done,24870,0.00656686
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring40.cnf,2788,1018,53,9366,9366.0,4154,3,3128,173,4173,13539,36457,done,25571,0.00875167
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case8.cnf,99,26,12,365,365.0,160,3,147,55,160,525,1483,done,23089,0.00223304
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case47.cnf,81,21,10,210,210.0,118,3,74,54,118,328,890,done,23089,0.00222936
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case214.cnf,552,80,24,1238,1238.0,645,3,297,93,645,1883,4789,done,23711,0.00329191
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring41.cnf,2804,972,53,9414,9414.0,4166,3,3128,166,4185,13599,36637,done,25423,0.00759304
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring21.cnf,348,30,23,1506,1506.0,686,3,389,104,697,2203,5933,done,23584,0.00329162
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_ptb_1.cnf,724,78,39,2069,2069.0,966,3,561,143,966,3035,7989,done,23662,0.00330608
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case35.cnf,204,48,24,1014,1014.0,400,3,370,93,400,1414,4002,done,23089,0.00326503
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case52.cnf,97,19,16,263,263.0,132,3,53,65,132,395,1041,done,23117,0.00231848
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_ptb_2.cnf,2130,511,76,6650,6650.0,2848,3,1235,239,2848,9498,25245,done,24739,0.00645842
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case210.cnf,653,82,42,2065,2065.0,872,3,323,150,872,2937,7914,done,23805,0.0045136
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case140.cnf,398,125,14,734,734.0,488,3,137,75,488,1222,3278,done,23089,0.00221112
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case139.cnf,640,211,19,1317,1317.0,846,3,245,83,846,2163,5751,done,23724,0.00330938
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b14_3.cnf,180,38,18,637,637.0,304,3,165,79,304,941,2544,done,23089,0.0033191
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case49.cnf,650,67,47,4995,4995.0,1510,3,2419,243,1510,6505,18951,done,24129,0.0044824
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_ptb_2.cnf,2130,502,77,6655,6655.0,2851,3,1235,236,2851,9506,25264,done,24891,0.00552139
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_3_b14_2.cnf,186,41,18,535,535.0,270,3,113,81,270,805,2158,done,23576,0.00341918
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case28.cnf,32,10,7,92,92.0,51,3,25,41,51,143,391,done,23117,0.00231293
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case50.cnf,455,67,43,2445,2445.0,843,3,1120,165,843,3288,9366,done,23851,0.00442141
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b14_1.cnf,191,43,18,443,443.0,238,3,77,78,238,681,1810,done,23576,0.00336566
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case14.cnf,184,64,9,402,402.0,247,3,164,48,247,649,1785,done,23089,0.00223376
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b12_even3.cnf,2880,1014,78,8892,8892.0,4157,3,915,267,4157,13049,33992,done,25567,0.00761774
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case58.cnf,45,17,8,203,203.0,88,3,69,47,96,299,857,done,23089,0.00222276
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b12_2.cnf,388,43,41,1898,1898.0,827,3,311,163,827,2725,7268,done,23662,0.00326152
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case145.cnf,169,63,8,339,339.0,219,3,94,46,219,558,1520,done,23089,0.00223907
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case1_b14_even3.cnf,810,126,44,2775,2775.0,1318,3,647,153,1318,4093,10878,done,23859,0.00335587
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case117.cnf,152,17,24,1058,1058.0,309,3,390,143,309,1367,4031,done,23089,0.00233336
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case200.cnf,5,2,5,28,28.0,14,3,13,22,14,42,120,done,23117,0.00231116
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring9.cnf,1064,60,43,3594,3594.0,1428,3,794,190,1434,5028,13756,done,24141,0.00542802
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case24.cnf,41,8,12,125,125.0,65,3,35,45,65,190,526,done,23089,0.00222666
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case142.cnf,1807,390,56,4848,4848.0,2457,3,496,264,2457,7305,20003,done,24657,0.00538963
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case202.cnf,177,42,18,344,344.0,200,3,43,71,200,544,1426,done,23252,0.00335243
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case108.cnf,154,26,21,595,595.0,205,3,65,113,205,800,2332,done,23089,0.00224677
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring5.cnf,662,59,33,1924,1924.0,863,3,429,128,885,2809,7513,done,23719,0.00330605
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case122.cnf,139,27,31,944,944.0,314,3,473,123,314,1258,3634,done,23089,0.00327345
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_ptb_2.cnf,2429,911,82,7698,7698.0,3391,3,1375,247,3391,11089,29180,done,24887,0.00654315
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case126.cnf,144,38,29,827,827.0,302,3,416,101,302,1129,3227,done,23580,0.00328162
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case141.cnf,2471,503,69,7603,7603.0,4155,3,753,383,4155,11758,31790,done,25350,0.00648336
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring30.cnf,588,31,30,2662,2662.0,1020,3,535,141,1031,3693,10223,done,23851,0.00328804
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring27.cnf,441,28,24,2064,2064.0,826,3,494,129,837,2901,8027,done,23871,0.00447723
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case56.cnf,116,21,24,520,520.0,202,3,80,97,202,722,2052,done,23089,0.00222777
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_3_b14_3.cnf,180,39,18,637,637.0,304,3,165,79,304,941,2544,done,23089,0.00222873
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring70.cnf,677,97,22,1781,1781.0,864,3,451,87,882,2663,7075,done,23715,0.00327065
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case64.cnf,43,17,8,192,192.0,85,3,67,41,93,285,815,done,23117,0.00219533
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case112.cnf,90,19,16,383,383.0,137,3,92,77,137,520,1504,done,23089,0.00224629
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b14_3.cnf,180,43,18,637,637.0,304,3,165,79,304,941,2544,done,23576,0.00333964
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case104.cnf,1972,379,67,7923,7923.0,3666,3,981,348,3666,11589,31657,done,25350,0.0175395
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case111.cnf,149,21,24,1052,1052.0,306,3,390,145,306,1358,4004,done,23089,0.00331557
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring22.cnf,346,31,23,1498,1498.0,684,3,389,94,695,2193,5903,done,23719,0.00335255
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case61.cnf,180,60,9,471,471.0,282,3,115,54,282,753,2019,done,23089,0.00241367
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case45.cnf,68,15,13,305,305.0,116,3,59,71,116,421,1205,done,23089,0.00226161
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case26.cnf,32,12,8,95,95.0,53,3,27,36,53,148,403,done,22982,0.00222834
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case135.cnf,124,22,16,472,472.0,236,3,139,71,236,708,1956,done,23089,0.00225591
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case51.cnf,97,20,16,263,263.0,132,3,53,65,132,395,1041,done,23117,0.00221846
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring14.cnf,1108,121,43,3551,3551.0,1452,3,744,177,1458,5009,13593,done,24141,0.0043595
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case125.cnf,177,34,31,1162,1162.0,393,3,564,130,393,1555,4481,done,23584,0.00330147
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring23.cnf,357,26,25,1558,1558.0,699,3,416,107,710,2268,6128,done,23719,0.00331109
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_3_4_b14_even.cnf,951,140,40,3229,3229.0,1532,3,759,163,1532,4761,12634,done,24117,0.00439205
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b12_even7_linear.cnf,6227,5553,112,19455,19455.0,8633,3,2173,475,8633,28088,74253,done,27652,0.0131579
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case10.cnf,234,75,11,550,550.0,328,3,191,58,328,878,2403,done,23089,0.00222242
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring1.cnf,670,59,33,1948,1948.0,869,3,438,135,891,2839,7603,done,23719,0.00324108
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case5.cnf,123,30,13,342,342.0,176,3,136,61,176,518,1440,done,23089,0.00223572
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b12_even1.cnf,1916,149,70,5811,5811.0,2681,3,591,220,2681,8492,22143,done,24842,0.00543076
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring51.cnf,319,44,27,1451,1451.0,464,3,741,120,496,1947,5675,done,23711,0.0043984
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case1.cnf,98,20,23,494,494.0,187,3,90,97,187,681,1937,done,23089,0.00223741
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b14_even2_linear.cnf,7293,6202,219,22679,22679.0,10329,3,2837,726,10329,33008,87059,done,28413,0.0141818
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case2.cnf,145,23,32,820,820.0,296,3,100,126,296,1116,3188,done,23089,0.00330255
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case4.cnf,55,15,11,213,213.0,103,3,81,49,103,316,881,done,23089,0.00225737
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case206.cnf,5,3,5,28,28.0,14,3,13,22,14,42,120,done,23117,0.00219737
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case137.cnf,37,18,5,86,86.0,60,3,73,30,60,146,402,done,23117,0.00219729
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case53.cnf,97,18,16,263,263.0,132,3,53,65,132,395,1041,done,23117,0.00223097
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring10.cnf,838,61,32,2533,2533.0,1077,3,507,141,1099,3632,9800,done,23851,0.00340828
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case31.cnf,32,12,8,95,95.0,53,3,27,36,53,148,403,done,23089,0.00337087
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring2.cnf,662,63,33,1924,1924.0,863,3,423,125,885,2809,7513,done,23855,0.00436544
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case132.cnf,124,22,16,472,472.0,236,3,135,66,236,708,1956,done,23089,0.00328022
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_ptb_1_linear.cnf,1544,119,59,4319,4319.0,1969,3,1003,208,1969,6288,16815,done,24276,0.00433969
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case36.cnf,25,9,8,144,144.0,56,3,59,37,64,208,600,done,23117,0.00222996
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case143.cnf,317,37,30,1165,1165.0,427,3,133,149,427,1592,4548,done,23089,0.00328206
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case113.cnf,152,23,24,1058,1058.0,309,3,390,135,309,1367,4031,done,23089,0.00323575
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case20.cnf,274,67,10,729,729.0,381,3,175,54,397,1126,3015,done,23089,0.00330244
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case9.cnf,184,62,11,474,474.0,279,3,191,50,279,753,2054,done,23580,0.00332662
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case37.cnf,958,167,55,2075,2075.0,1084,3,33,179,1084,3159,8485,done,23830,0.00330962
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b14_even3_linear.cnf,6177,5496,206,19391,19391.0,8809,3,2437,670,8809,28200,74475,done,27742,0.0131101
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case62.cnf,162,34,24,874,874.0,291,3,393,112,291,1165,3401,done,23252,0.00336258
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_ptb_1.cnf,724,84,40,2064,2064.0,963,3,561,141,963,3027,7970,done,23711,0.00340086
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case12.cnf,541,62,32,1573,1573.0,721,3,262,107,737,2310,6229,done,23715,0.00332991
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case109.cnf,176,27,21,674,674.0,241,3,81,117,241,915,2647,done,23523,0.0033272
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case11.cnf,66,15,13,266,266.0,105,3,70,70,105,371,1061,done,23089,0.00222295
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b12_1.cnf,242,32,26,958,958.0,427,3,183,111,427,1385,3707,done,23089,0.00324699
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case205.cnf,188,47,19,366,366.0,214,3,43,70,214,580,1526,done,23089,0.00329516
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b14_1.cnf,191,43,18,443,443.0,238,3,77,78,238,681,1810,done,23089,0.0033089
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case54.cnf,116,20,24,522,522.0,203,3,82,96,203,725,2059,done,23089,0.00218158
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case204.cnf,188,47,19,366,366.0,214,3,43,70,214,580,1526,done,23089,0.00223286
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case136.cnf,116,40,8,404,404.0,211,3,217,47,211,615,1703,done,23089,0.00220991
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case110.cnf,142,21,23,976,976.0,287,3,360,127,287,1263,3719,done,23580,0.00332224
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case19.cnf,274,67,10,729,729.0,381,3,175,60,397,1126,3015,done,23089,0.00223331
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case38.cnf,82,15,18,425,425.0,143,3,126,85,143,568,1646,done,23089,0.00223778
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case120.cnf,186,61,19,567,567.0,284,3,109,80,284,851,2357,done,23089,0.00330619
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case6.cnf,180,39,11,667,667.0,329,3,249,62,329,996,2726,done,23089,0.00218748
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case21.cnf,54,14,15,285,285.0,126,3,57,66,126,411,1122,done,23089,0.00218633
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring20.cnf,346,26,23,1502,1502.0,685,3,386,97,696,2198,5918,done,23584,0.00439651
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_ptb_2_linear.cnf,2953,1524,87,8917,8917.0,3857,3,1677,275,3857,12774,34135,done,25235,0.00653924
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_device_1_even_linear.cnf,1437,174,54,5165,5165.0,2415,3,1269,159,2447,7612,20507,done,24580,0.00554951
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case42.cnf,686,158,26,1832,1832.0,903,3,347,110,903,2735,7517,done,23736,0.00326702
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case15.cnf,234,76,11,478,478.0,296,3,164,55,296,774,2134,done,23089,0.00222058
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_1_b12_2.cnf,388,43,41,1898,1898.0,827,3,311,163,827,2725,7268,done,23797,0.00324427
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring4.cnf,666,62,33,1948,1948.0,869,3,435,116,891,2839,7603,done,23724,0.00327177
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring7.cnf,1223,85,45,4209,4209.0,1622,3,798,203,1628,5837,16063,done,24301,0.00436594
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case209.cnf,851,97,40,2288,2288.0,1189,3,441,134,1189,3477,8733,done,23851,0.0033119
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case208.cnf,777,164,36,1304,1304.0,824,3,137,112,824,2128,5314,done,23715,0.00327755
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case106.cnf,145,53,6,305,305.0,204,3,77,42,204,509,1367,done,23089,0.00218465
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring16.cnf,1256,206,62,4208,4208.0,1621,3,1049,227,1627,5835,16057,done,24190,0.00445231
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b12_1.cnf,242,36,26,958,958.0,427,3,183,111,427,1385,3707,done,23089,0.0032452
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case212.cnf,851,100,40,2288,2288.0,1189,3,441,134,1189,3477,8733,done,23851,0.00332213
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case55.cnf,102,21,21,293,293.0,149,3,57,72,149,442,1180,done,23089,0.00332973
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_device_1_linear.cnf,836,99,52,2678,2678.0,1249,3,455,172,1249,3927,10576,done,23818,0.00440271
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case34.cnf,207,41,29,1188,1188.0,409,3,469,125,409,1597,4601,done,23580,0.00334437
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case203.cnf,188,50,19,366,366.0,214,3,43,70,214,580,1526,done,23089,0.00218476
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case118.cnf,150,27,24,1058,1058.0,309,3,390,135,309,1367,4031,done,23580,0.00331939
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case103.cnf,22,9,6,54,54.0,32,3,20,30,32,86,242,done,23089,0.00231014
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case18.cnf,328,65,35,1236,1236.0,579,3,267,110,579,1815,5011,done,23523,0.00333209
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case201.cnf,177,48,18,344,344.0,200,3,43,71,200,544,1426,done,23089,0.00220915
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b11_1.cnf,212,45,23,686,686.0,340,3,153,90,340,1026,2784,done,22982,0.00222422
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring50.cnf,319,45,27,1465,1465.0,468,3,741,126,500,1965,5729,done,23576,0.00334595
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case40.cnf,198,63,14,405,405.0,245,3,103,54,245,650,1782,done,23089,0.00222747
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case101.cnf,46,22,6,106,106.0,72,3,77,30,72,178,490,done,23089,0.00226032
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_0_b12_even2.cnf,1907,155,70,5791,5791.0,2669,3,591,233,2669,8460,22055,done,24752,0.00552323
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case121.cnf,184,46,24,684,684.0,291,3,249,81,291,975,2745,done,23089,0.00330884
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case30.cnf,49,10,12,127,127.0,68,3,33,43,68,195,529,done,23089,0.00331931
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case60.cnf,9,5,4,20,20.0,15,3,12,18,15,35,97,done,23252,0.00222786
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case116.cnf,231,34,27,1443,1443.0,438,3,487,135,438,1881,5513,done,23719,0.00327292
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case207.cnf,777,162,36,1304,1304.0,824,3,137,112,824,2128,5314,done,23715,0.00326633
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case124.cnf,79,28,10,253,253.0,133,3,116,50,133,386,1070,done,23089,0.00223641
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case3_b14_even3.cnf,799,120,38,2753,2753.0,1304,3,647,144,1304,4057,10778,done,24002,0.00440043
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b14_3_linear.cnf,1280,136,78,4286,4286.0,1942,3,749,267,1942,6228,16873,done,24293,0.00441127
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring25.cnf,440,31,26,2101,2101.0,835,3,508,124,846,2947,8165,done,23715,0.00337129
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case213.cnf,552,82,25,1243,1243.0,648,3,297,92,648,1891,4808,done,23252,0.00440891
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case59_1.cnf,43,16,8,192,192.0,85,3,67,44,93,285,815,done,23089,0.00223098
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_squaring6.cnf,662,62,33,1924,1924.0,863,3,429,128,885,2809,7513,done,23719,0.00327289
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case128.cnf,23,10,9,68,68.0,36,3,21,33,36,104,282,done,22982,0.00223181
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case57.cnf,159,30,25,870,870.0,288,3,393,116,288,1158,3382,done,23445,0.00331052
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case107.cnf,502,131,28,1043,1043.0,618,3,269,98,618,1661,4547,done,23089,0.00340809
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_TR_b12_even3_linear.cnf,6227,5551,112,19455,19455.0,8633,3,2173,450,8633,28088,74253,done,27648,0.0142358
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b12_1.cnf,242,32,26,958,958.0,427,3,183,111,427,1385,3707,done,23523,0.00334038
/home/users/ozeyen/Benchmarks/Blasted_Real/blasted_case_2_b14_2.cnf,186,40,18,535,535.0,270,3,113,81,270,805,2158,done,23576,0.00338731
